SerialNumber,Model,Capacity,CargoGroup
68043,B-14,9655,Metals
53363,C-11,7983,Raw Minerals
97094,E-19,1213,Metals
90590,I-10,6438,Goods
83990,L-16,3517,Machinery
82831,O-15,9239,Forestry
61308,C-14,1434,Electronics
57057,D-17,1740,Automobiles
90841,K-18,2467,Livestock
69462,M-15,6766,Chemicals
84591,F-11,6831,Building Materials
68431,P-11,1651,Food
73939,K-13,3407,Raw Minerals
98152,P-16,7965,Electronics
78292,A-14,8006,Raw Minerals
77850,J-15,1026,Intermodal Containers
79779,G-14,7743,Oil
83446,M-11,6634,Electronics
91825,K-17,4735,Automobiles
79446,F-13,8802,Electronics
77799,A-16,8721,Forestry
59747,L-14,1701,Goods
69110,F-19,9943,Intermodal Containers
67862,C-14,3119,Chemicals
98050,K-19,2222,Automobiles
94270,G-19,6023,Livestock
70942,F-16,8545,Food
87177,N-15,4680,Automobiles
69963,B-17,7592,Intermodal Containers
60781,M-18,2705,Chemicals
89593,N-20,4646,Livestock
54085,H-20,9658,Raw Minerals
58407,A-16,4133,Oil
77557,P-10,2614,Chemicals
72570,A-16,9480,Livestock
74222,J-10,7982,Machinery
72588,A-12,2464,Electronics
86736,O-19,9065,Goods
57209,C-18,6007,Forestry
78011,P-17,4248,Food
57165,J-18,4285,Raw Minerals
59877,L-17,7132,Agricultural
92579,L-15,7433,Electronics
88712,B-15,4412,Forestry
69309,O-15,5942,Agricultural
56722,O-20,1527,Electronics
86286,I-14,7045,Electronics
79508,G-14,5305,Agricultural
54760,G-15,4284,Chemicals
56397,N-18,1987,Chemicals
53982,F-11,4335,Metals
50621,I-19,6323,Electronics
85948,I-19,9440,Chemicals
96850,B-11,2880,Livestock
88114,A-13,1828,Raw Minerals
66921,N-17,4906,Electronics
54406,O-10,6747,Forestry
93073,O-16,6199,Forestry
74321,C-12,3597,Chemicals
71309,N-11,8685,Forestry
50779,B-18,4353,Oil
73105,I-13,2275,Goods
69312,B-10,9143,Livestock
96924,C-16,7152,Metals
98199,E-13,3352,Chemicals
95685,I-14,4325,Forestry
95903,H-18,6926,Intermodal Containers
62940,E-13,9239,Livestock
91857,P-15,4094,Oil
76809,J-10,7648,Building Materials
85313,D-17,9321,Agricultural
50228,J-15,2709,Raw Minerals
80077,A-18,5586,Raw Minerals
54666,F-11,4818,Goods
77817,G-14,2390,Forestry
57938,K-13,1666,Building Materials
61730,D-11,7724,Livestock
74899,J-14,8503,Forestry
98006,E-14,3169,Agricultural
52196,K-14,6606,Electronics
73852,M-13,2378,Machinery
96351,G-10,3482,Forestry
60481,J-19,8670,Automobiles
87411,O-12,3532,Raw Minerals
84746,F-19,9378,Building Materials
79427,G-12,8893,Agricultural
57436,H-15,5878,Automobiles
81991,C-10,8363,Livestock
60845,I-18,5412,Machinery
98899,D-14,5545,Automobiles
78629,C-12,4744,Electronics
83434,L-18,4550,Electronics
92027,I-11,5860,Automobiles
79760,F-14,1029,Livestock
55967,A-17,7146,Machinery
79238,H-16,4269,Oil
74118,J-14,8931,Building Materials
83529,K-20,4067,Machinery
60838,E-11,1075,Automobiles
59268,H-16,1477,Machinery
66006,K-17,5207,Intermodal Containers
50323,L-16,2134,Goods
74257,L-14,1894,Livestock
66521,C-16,5048,Food
60624,N-14,8959,Food
97985,K-10,1165,Oil
96492,A-16,7870,Agricultural
96488,N-10,2899,Raw Minerals
95873,E-17,4142,Metals
90979,D-18,6826,Forestry
74626,L-12,1542,Intermodal Containers
77401,A-18,3706,Machinery
70494,L-13,2759,Agricultural
63977,N-19,4735,Chemicals
65801,G-11,1305,Metals
77192,L-17,3336,Chemicals
58130,K-13,1110,Agricultural
89839,E-19,5625,Building Materials
76897,H-16,5573,Food
64653,A-14,2995,Metals
76091,J-17,3921,Livestock
67262,G-13,7655,Chemicals
67898,H-10,3160,Chemicals
53204,I-15,3095,Intermodal Containers
89330,E-10,6366,Machinery
82743,G-11,4693,Goods
88690,C-17,5416,Raw Minerals
82599,F-11,8476,Chemicals
98636,B-12,7307,Oil
72736,G-18,6032,Goods
70891,N-19,5179,Food
50251,L-10,2512,Livestock
92867,M-17,2372,Oil
93980,O-10,1739,Goods
73440,K-19,9524,Agricultural
75757,G-13,1482,Building Materials
99351,C-17,3012,Food
61818,O-10,3538,Goods
59146,B-10,9321,Chemicals
50713,J-17,2707,Forestry
79309,C-18,9833,Goods
55487,O-20,6374,Food
86192,E-12,5308,Livestock
78829,J-12,1898,Oil
86395,J-20,7961,Electronics
77329,F-10,1460,Metals
90762,H-17,8946,Intermodal Containers
64357,B-13,9320,Building Materials
53015,O-15,6291,Oil
87506,F-15,2387,Agricultural
61505,K-15,5319,Forestry
91204,F-15,6746,Livestock
53576,H-19,7071,Intermodal Containers
56289,L-18,5605,Automobiles
71645,G-16,8092,Food
81615,O-15,9827,Goods
75273,E-18,5931,Oil
50989,K-13,8338,Building Materials
94585,P-18,8825,Building Materials
61656,A-12,1062,Automobiles
83103,F-14,3930,Intermodal Containers
85378,J-10,4121,Forestry
85685,O-16,9534,Raw Minerals
99845,I-12,8763,Forestry
63767,K-15,6548,Food
87236,K-11,6162,Agricultural
99066,G-15,7370,Livestock
68551,L-14,2553,Metals
56115,K-13,6496,Food
51666,D-10,6633,Metals
82704,D-19,1311,Electronics
66925,C-18,6297,Food
70325,E-11,9751,Machinery
88121,B-16,2566,Chemicals
51885,D-19,3481,Oil
65425,I-13,7213,Forestry
60732,O-10,8702,Agricultural
56022,P-19,3257,Goods
59900,O-10,1247,Raw Minerals
92543,O-10,1242,Electronics
57374,F-20,3784,Goods
73633,M-14,6297,Metals
97492,G-12,3150,Raw Minerals
74289,A-10,5866,Forestry
68134,C-10,8587,Machinery
68932,K-13,7249,Livestock
84703,N-18,9611,Metals
92111,O-14,2440,Agricultural
78488,G-11,4645,Machinery
94833,E-17,4447,Intermodal Containers
68282,P-20,1874,Building Materials
57089,I-19,9928,Building Materials
69526,E-19,9444,Forestry
92941,A-14,4545,Chemicals
74438,L-16,2722,Food
66362,E-17,1072,Automobiles
74148,B-19,6318,Building Materials
97627,O-19,4727,Automobiles
93676,B-20,7310,Livestock
63467,J-13,7300,Raw Minerals
66428,A-20,2257,Chemicals
92283,B-12,8167,Building Materials
80275,O-13,8141,Intermodal Containers
56696,L-16,1659,Metals
75688,F-20,8281,Chemicals
84267,D-20,7009,Metals
98548,I-13,2473,Chemicals
56654,H-12,8483,Forestry
96174,E-10,9156,Metals
59159,A-14,6471,Chemicals
74621,N-12,2671,Chemicals
66392,A-14,7148,Raw Minerals
84594,E-17,4329,Livestock
69612,K-17,8253,Chemicals
82746,F-20,4864,Forestry
66791,C-13,9364,Machinery
90939,N-14,2036,Forestry
94868,P-12,7250,Automobiles
61040,I-12,2168,Electronics
72127,J-13,7555,Raw Minerals
88647,G-16,1193,Oil
95402,A-14,7644,Oil
98820,I-14,4519,Forestry
75185,E-15,7447,Forestry
79246,F-15,1602,Forestry
52345,G-19,7216,Machinery
99381,C-12,3933,Metals
56646,J-11,4163,Electronics
59291,A-16,5990,Machinery
73845,I-17,7063,Chemicals
88330,M-10,2781,Livestock
58879,D-17,4565,Agricultural
75117,A-14,6384,Livestock
64850,K-13,4458,Food
81674,K-17,1943,Metals
73484,K-17,7408,Oil
63041,E-11,9164,Food
54075,J-12,3181,Food
90465,E-15,8093,Automobiles
61261,N-15,2321,Metals
72011,E-14,9631,Agricultural
52314,E-15,7701,Intermodal Containers
72974,H-14,1917,Agricultural
58252,L-10,1196,Oil
83687,J-13,6152,Forestry
89743,K-16,9501,Food
65334,F-16,8143,Raw Minerals
68605,H-10,5838,Chemicals
70472,N-12,6071,Livestock
65833,P-17,8904,Food
97765,M-12,3605,Intermodal Containers
68142,N-19,9706,Metals
67036,C-15,3717,Metals
75555,L-12,9173,Intermodal Containers
83574,B-12,6739,Intermodal Containers
82323,K-17,1342,Machinery
93220,N-15,1916,Forestry
63699,G-17,4206,Oil
68633,H-19,9041,Oil
61708,B-15,3937,Agricultural
94036,L-17,9909,Building Materials
79461,I-20,9455,Machinery
68033,O-16,7527,Raw Minerals
82058,E-12,9570,Metals
58291,D-13,3863,Goods
61839,G-15,8081,Raw Minerals
52493,F-18,8189,Forestry
94615,I-19,8416,Building Materials
97876,P-19,2217,Electronics
84775,O-20,5574,Intermodal Containers
96907,C-20,5691,Oil
70782,C-18,9190,Electronics
76477,I-11,5141,Food
83176,P-14,9145,Goods
62906,G-16,7215,Building Materials
57729,M-20,5800,Chemicals
89620,K-18,5703,Agricultural
60548,A-18,4453,Machinery
88519,B-12,5033,Food
72571,F-12,7208,Goods
73048,F-11,1061,Agricultural
93929,N-16,3183,Agricultural
84652,M-12,4200,Raw Minerals
76995,M-11,3334,Agricultural
66569,N-11,5351,Raw Minerals
89399,G-20,5499,Livestock
97253,P-12,5301,Automobiles
62780,A-16,5702,Oil
63497,L-10,6145,Livestock
60935,P-19,1469,Intermodal Containers
75276,E-19,3096,Building Materials
77797,K-10,4295,Automobiles
74366,L-16,9701,Livestock
78206,D-11,7774,Building Materials
65767,B-17,4007,Metals
62411,D-13,2385,Raw Minerals
65615,B-18,1245,Livestock
90973,M-12,7156,Intermodal Containers
71119,J-16,9251,Livestock
79599,N-20,6748,Metals
80285,B-15,8246,Goods
87660,J-16,6039,Goods
71261,I-19,1318,Raw Minerals
83704,E-11,5413,Machinery
79641,L-12,4879,Automobiles
97901,D-13,3222,Automobiles
88054,H-14,2275,Automobiles
80159,K-16,6226,Automobiles
65564,A-10,2136,Raw Minerals
66912,C-19,7749,Chemicals
63312,B-14,2846,Food
69819,H-15,8842,Electronics
96221,A-14,5633,Electronics
63386,J-19,3961,Electronics
58655,G-13,3524,Intermodal Containers
97777,C-18,4847,Intermodal Containers
68661,K-12,9913,Oil
71385,M-13,6618,Machinery
91337,I-15,8628,Automobiles
63350,O-13,8128,Building Materials
57353,G-13,8416,Machinery
89818,H-10,2008,Goods
65566,I-10,4252,Goods
95666,N-10,6362,Oil
83092,G-16,2279,Oil
91919,K-13,8511,Goods
76008,F-10,4080,Agricultural
55016,I-11,1289,Chemicals
79619,G-20,7593,Agricultural
76828,E-20,3286,Intermodal Containers
79539,K-13,5775,Agricultural
73788,K-17,5216,Agricultural
64815,M-16,2692,Forestry
92618,E-19,1672,Chemicals
89418,B-16,4069,Chemicals
92006,K-11,1645,Automobiles
92303,G-16,6171,Intermodal Containers
98489,M-17,6585,Oil
68973,J-13,4671,Forestry
60209,B-15,2772,Agricultural
53355,L-18,1512,Intermodal Containers
77328,G-11,4323,Metals
85641,H-16,4648,Raw Minerals
88273,C-19,7696,Livestock
57803,B-12,4512,Goods
59935,I-17,4390,Agricultural
93229,G-10,8529,Machinery
62965,M-11,4803,Raw Minerals
92753,E-18,2647,Automobiles
75289,J-13,6075,Agricultural
65997,P-18,8084,Metals
50020,G-18,7035,Electronics
68290,G-15,9590,Machinery
55256,H-13,6900,Intermodal Containers
86696,B-15,7078,Electronics
83256,O-19,5032,Metals
62901,M-19,8968,Building Materials
81801,P-11,6844,Raw Minerals
79531,I-16,6645,Building Materials
67044,J-19,9734,Goods
91479,O-12,2177,Agricultural
77805,D-11,8209,Forestry
96821,P-16,5759,Food
51779,I-16,1950,Metals
64855,F-10,4341,Metals
70634,K-13,6952,Electronics
81667,K-13,4723,Goods
89142,B-13,6254,Chemicals
60500,I-12,9965,Forestry
66606,A-16,3989,Livestock
94498,E-15,4308,Oil
70392,P-16,7125,Livestock
99856,L-10,2680,Automobiles
82849,I-15,1071,Food
54555,E-10,6307,Oil
84482,D-16,1301,Goods
68180,M-10,1499,Agricultural
85140,C-18,8288,Machinery
83590,I-13,5222,Goods
94301,E-14,3372,Agricultural
51067,M-20,1726,Machinery
53226,B-18,8991,Chemicals
63888,G-18,2584,Electronics
75903,M-16,9098,Automobiles
91854,E-12,6836,Chemicals
53799,P-14,5015,Electronics
87821,P-17,9097,Oil
54035,D-15,3833,Metals
87512,E-16,8008,Oil
65392,N-19,3491,Goods
92067,P-12,8770,Agricultural
70517,E-16,8952,Agricultural
57182,F-15,3357,Oil
68157,K-13,7384,Metals
70202,H-13,5310,Oil
98333,M-10,2650,Automobiles
61614,G-16,7872,Forestry
66254,H-20,5251,Building Materials
91568,M-13,3595,Chemicals
82741,G-19,5754,Food
66512,H-18,1813,Agricultural
79963,L-19,2491,Intermodal Containers
82454,A-11,5942,Agricultural
95291,P-17,8641,Agricultural
95846,B-11,5450,Chemicals
54118,P-18,8769,Oil
76137,J-15,2528,Metals
58504,N-13,1065,Automobiles
94589,K-19,2796,Livestock
71234,N-18,2420,Chemicals
62636,C-19,9730,Agricultural
59886,O-18,1391,Goods
67018,B-10,4589,Electronics
89829,K-19,6056,Raw Minerals
52591,C-10,4862,Raw Minerals
91842,J-13,2555,Metals
91624,J-14,9060,Oil
94829,M-11,8053,Livestock
77876,N-16,2988,Metals
73154,A-10,3087,Goods
78136,F-10,2446,Food
53008,D-11,2127,Goods
72906,F-14,3970,Chemicals
66764,L-15,5787,Forestry
64465,E-10,3225,Automobiles
60173,F-11,4404,Metals
79651,J-20,4456,Chemicals
57139,A-20,3036,Raw Minerals
78961,I-19,2693,Food
68884,M-11,5871,Livestock
73084,O-11,1727,Oil
53093,B-11,4429,Raw Minerals
65277,A-16,2970,Forestry
97252,D-10,3803,Machinery
96278,L-12,8336,Metals
63335,H-19,6021,Intermodal Containers
57252,M-20,7202,Automobiles
95369,C-10,4712,Electronics
79353,P-12,4024,Intermodal Containers
77798,H-20,5165,Intermodal Containers
52015,A-14,6616,Automobiles
97360,G-19,6621,Agricultural
69069,M-10,5674,Agricultural
91636,E-19,6099,Goods
74654,O-19,6941,Electronics
75176,I-15,5557,Goods
67492,P-20,7725,Raw Minerals
98218,C-14,2664,Building Materials
78339,A-19,9634,Livestock
59435,H-10,4949,Livestock
98876,I-20,7574,Raw Minerals
93996,M-18,2714,Goods
79101,A-11,4971,Oil
88485,N-11,4393,Raw Minerals
96705,B-10,2086,Electronics
55414,E-13,3269,Machinery
50521,P-12,1547,Livestock
80781,D-13,4640,Chemicals
86360,L-15,9683,Intermodal Containers
75438,F-15,4486,Building Materials
74114,A-16,7885,Goods
75588,E-16,3471,Machinery
75474,O-16,6050,Food
55515,O-15,6306,Oil
57505,M-20,3664,Agricultural
71803,B-14,6804,Raw Minerals
65326,O-10,4523,Metals
78827,P-20,7181,Goods
79804,E-18,9491,Raw Minerals
85731,C-17,6643,Forestry
50343,J-15,7508,Food
64702,M-18,9656,Raw Minerals
81495,E-17,5830,Automobiles
90312,C-16,8375,Chemicals
89910,O-11,1196,Oil
88909,L-13,2312,Intermodal Containers
83490,E-14,9144,Raw Minerals
82496,I-15,6711,Oil
67304,I-15,5309,Chemicals
75454,A-16,5078,Food
71328,E-15,3724,Building Materials
81720,B-18,9147,Automobiles
65545,G-13,7339,Chemicals
72353,G-16,5357,Building Materials
53122,C-15,5770,Oil
51116,N-15,7534,Forestry
76452,J-16,3808,Metals
81830,K-10,8154,Raw Minerals
77260,G-19,9924,Agricultural
96500,F-19,2299,Metals
99565,P-18,2506,Chemicals
93876,D-11,8937,Intermodal Containers
76439,I-17,7023,Building Materials
53152,M-12,7652,Oil
64579,N-19,5937,Raw Minerals
78674,N-13,7942,Electronics
75955,C-13,2268,Building Materials
67616,A-12,8233,Livestock
97908,C-10,1377,Chemicals
61766,D-15,5382,Automobiles
52010,F-14,2529,Building Materials
89067,G-15,9587,Chemicals
94673,M-15,5070,Forestry
77969,E-15,3661,Electronics
89095,G-15,4124,Forestry
84197,J-10,8441,Food
56235,K-15,5676,Goods
70138,F-20,2368,Metals
95486,M-12,3124,Livestock
64099,G-18,2879,Goods
52384,D-16,1652,Raw Minerals
70123,A-10,6395,Livestock
81821,M-11,2266,Electronics
78375,H-12,8049,Food
91365,G-10,7788,Intermodal Containers
86055,M-17,9385,Agricultural
72017,P-17,5296,Automobiles
73538,G-16,8333,Electronics
66384,C-11,3364,Agricultural
57406,N-17,6233,Goods
58057,K-14,1766,Oil
86213,H-12,5512,Livestock
54830,D-11,4239,Goods
65847,M-18,3439,Automobiles
66416,H-13,2447,Electronics
72357,K-11,8647,Agricultural
94240,B-20,9203,Livestock
58180,I-11,9083,Goods
56464,L-10,3190,Building Materials
94269,M-20,2214,Machinery
87708,N-10,4597,Forestry
94629,G-19,6275,Forestry
56135,J-14,4023,Machinery
78355,I-19,4200,Goods
98894,F-17,4692,Machinery
61451,P-17,8546,Electronics
75770,H-20,6974,Oil
59722,A-16,3969,Forestry
63902,C-14,4715,Electronics
81483,N-13,2794,Livestock
97612,P-18,7873,Chemicals
87058,K-18,7094,Building Materials
68754,C-15,1691,Chemicals
99751,K-18,2251,Oil
62344,G-12,1649,Machinery
65113,A-16,1849,Oil
56923,D-20,7454,Food
50440,G-19,3314,Machinery
71379,J-12,9251,Electronics
81627,J-20,7920,Goods
88780,A-11,8302,Food
68626,K-20,4377,Livestock
99264,O-12,4044,Forestry
79181,O-15,7348,Building Materials
93358,K-10,4117,Agricultural
89599,B-13,9940,Building Materials
61597,D-12,3757,Goods
56334,H-19,6419,Goods
57688,A-12,1578,Forestry
81939,M-13,1796,Forestry
83069,E-13,4642,Forestry
91139,N-19,8015,Livestock
53936,D-15,5100,Intermodal Containers
77853,B-12,5244,Goods
98923,H-12,6351,Automobiles
50990,J-10,2291,Raw Minerals
97237,P-19,2411,Food
69472,L-15,4626,Forestry
63194,A-19,2942,Chemicals
74425,M-19,2084,Food
60257,E-13,6423,Food
50233,I-13,1903,Automobiles
52736,K-14,8621,Raw Minerals
63028,F-10,8229,Forestry
98148,N-11,4414,Chemicals
51697,D-10,7758,Goods
86648,O-18,8163,Intermodal Containers
87409,D-14,2854,Oil
84352,M-19,8044,Goods
67952,L-15,6896,Food
88572,A-17,2633,Goods
55270,N-13,7345,Electronics
54698,J-20,1681,Automobiles
65018,D-15,8510,Building Materials
68149,A-15,8188,Oil
76138,F-20,2794,Automobiles
54479,O-19,8033,Livestock
64687,D-19,4424,Food
96120,K-14,3025,Building Materials
65274,P-20,9813,Oil
67782,O-11,3050,Building Materials
68614,O-20,3355,Livestock
88234,O-19,3778,Automobiles
50147,J-16,7210,Electronics
65822,P-11,5682,Forestry
97877,B-19,2820,Chemicals
62360,H-19,7462,Agricultural
58445,L-20,6031,Forestry
50360,I-16,1428,Machinery
77983,D-20,3141,Chemicals
99353,D-16,1314,Machinery
51840,D-20,6332,Machinery
69027,G-20,5838,Chemicals
71721,M-12,9859,Agricultural
71527,G-12,3378,Food
59401,H-17,8921,Goods
89656,G-20,4763,Food
58616,L-16,7988,Intermodal Containers
90095,H-11,8008,Automobiles
96923,L-11,8214,Oil
74040,F-14,1369,Goods
98412,K-18,8716,Building Materials
59157,I-16,3192,Food
92584,H-14,4087,Automobiles
89938,P-15,3760,Chemicals
80088,J-18,5544,Food
79991,J-17,5049,Automobiles
91236,J-11,5669,Chemicals
95449,G-16,7302,Oil
94184,N-17,5766,Building Materials
81105,A-17,9071,Chemicals
64782,A-10,3676,Forestry
87682,A-13,9329,Agricultural
88524,O-11,3822,Metals
74305,N-20,4979,Intermodal Containers
74990,N-11,7925,Livestock
52651,G-19,6040,Oil
64936,P-13,7503,Chemicals
95107,C-18,1375,Automobiles
77504,M-13,3133,Automobiles
56308,N-15,4510,Forestry
79055,L-12,3455,Metals
94607,J-10,3364,Metals
98230,C-17,1401,Metals
96487,I-16,8381,Oil
81645,L-16,7575,Metals
70390,J-12,5767,Agricultural
71186,P-11,7158,Intermodal Containers
54913,D-14,4504,Electronics
84770,H-10,8978,Metals
51389,B-13,8701,Building Materials
96440,G-16,9213,Agricultural
53392,K-18,1393,Building Materials
54615,N-12,5546,Building Materials
81828,C-18,1405,Intermodal Containers
50447,L-19,8540,Agricultural
86562,N-17,7803,Raw Minerals
73206,L-16,4422,Machinery
50592,D-18,4043,Food
85638,M-17,7227,Intermodal Containers
66181,A-19,2600,Raw Minerals
94011,I-15,1823,Intermodal Containers
85695,I-12,7123,Agricultural
81497,J-13,2247,Building Materials
50098,G-19,1211,Chemicals
82985,M-13,8300,Goods
72348,E-19,8968,Building Materials
67171,B-18,8689,Agricultural
79228,H-16,9596,Livestock
63564,E-18,6451,Raw Minerals
51267,M-17,1464,Building Materials
70235,B-12,8020,Agricultural
98937,K-18,1326,Electronics
64378,A-11,6640,Intermodal Containers
51845,C-15,3037,Intermodal Containers
55222,E-15,1117,Metals
59543,M-13,4567,Chemicals
92107,C-12,2193,Chemicals
91478,B-19,5204,Agricultural
56741,N-10,2493,Agricultural
84497,C-17,6833,Building Materials
54819,P-17,5704,Metals
86460,C-14,7121,Automobiles
80257,D-17,2900,Livestock
61111,J-20,9531,Intermodal Containers
76900,J-16,6958,Building Materials
88516,K-11,8257,Automobiles
96266,A-11,8207,Oil
92137,H-18,4235,Raw Minerals
80658,F-10,2988,Chemicals
82195,E-13,8400,Metals
62613,N-20,7496,Forestry
95771,H-20,2835,Building Materials
72872,H-10,4151,Electronics
97400,N-20,1431,Metals
78551,E-10,8510,Oil
73928,I-19,7104,Electronics
70252,E-10,6425,Raw Minerals
69638,F-18,5689,Automobiles
80264,D-17,6847,Agricultural
89427,K-16,3073,Raw Minerals
59873,I-19,6956,Machinery
68349,P-20,9090,Metals
55755,I-12,5749,Goods
98933,N-20,6470,Intermodal Containers
80289,A-18,9232,Chemicals
78479,P-18,8739,Metals
56109,K-19,4544,Agricultural
76762,J-15,4062,Agricultural
80796,L-16,1348,Food
78014,D-13,1979,Chemicals
81440,C-20,8601,Raw Minerals
61095,L-12,7675,Agricultural
72002,G-20,5515,Building Materials
51135,B-12,9022,Machinery
83511,F-17,6199,Oil
91454,B-10,8537,Agricultural
84807,C-16,2321,Metals
80116,E-19,7531,Goods
88171,O-11,2884,Raw Minerals
85911,L-18,1706,Forestry
99725,E-13,7523,Automobiles
81185,B-15,7557,Agricultural
69606,G-19,7691,Forestry
50013,I-19,7273,Building Materials
53587,L-10,5532,Metals
75622,I-14,4525,Electronics
80924,N-14,2093,Oil
64843,E-20,8389,Chemicals
83571,L-20,7533,Intermodal Containers
52365,I-13,6734,Intermodal Containers
75877,C-10,8080,Forestry
93772,P-14,2313,Food
80676,O-15,1404,Agricultural
77784,L-11,8487,Agricultural
82273,K-17,2796,Goods
86436,J-16,5515,Livestock
75110,J-17,8949,Metals
93435,A-15,1415,Chemicals
74436,G-14,7487,Livestock
79803,M-11,8073,Food
94358,B-17,7102,Intermodal Containers
89217,M-14,5039,Forestry
95409,O-19,8182,Intermodal Containers
73602,P-19,5635,Chemicals
57409,G-11,9172,Goods
74370,J-10,1885,Metals
67970,O-12,8215,Livestock
50462,I-11,2133,Automobiles
82611,L-17,1920,Livestock
58389,F-11,2112,Automobiles
60985,P-19,8816,Chemicals
78578,A-12,1714,Food
57501,P-14,9883,Building Materials
70628,B-14,5890,Chemicals
81040,A-14,9469,Machinery
84943,N-10,2109,Oil
81725,O-17,5710,Raw Minerals
99568,B-17,3704,Agricultural
81646,I-12,7815,Raw Minerals
86967,B-18,7186,Goods
71089,B-19,4072,Metals
99262,B-14,8902,Automobiles
66884,P-16,4953,Metals
54375,I-16,5120,Oil
90446,A-11,2984,Chemicals
89641,D-14,6787,Intermodal Containers
99233,O-11,7749,Food
81080,D-12,1380,Chemicals
72263,H-13,2330,Machinery
80498,B-13,4149,Machinery
62145,M-10,8629,Goods
71129,M-13,9472,Goods
54181,K-11,2869,Chemicals
57528,D-10,3717,Goods
82421,F-11,3659,Machinery
89903,M-15,1301,Automobiles
75578,A-14,5306,Goods
81273,P-16,7970,Electronics
59642,I-10,1045,Agricultural
61939,J-17,1833,Agricultural
57726,H-15,8317,Oil
66364,F-12,3452,Automobiles
72783,I-20,2460,Intermodal Containers
60167,L-17,9595,Electronics
68556,P-11,3333,Oil
60311,B-13,9412,Oil
68836,L-12,4575,Chemicals
98656,K-12,5823,Automobiles
82386,D-14,1466,Forestry
76602,B-19,5195,Building Materials
63714,L-13,5890,Goods
73415,N-19,4020,Building Materials
98906,E-11,2305,Building Materials
56181,G-12,1773,Machinery
77304,N-11,6990,Raw Minerals
61876,P-11,3997,Livestock
50106,B-16,6598,Raw Minerals
71544,O-13,4326,Chemicals
99199,M-19,9150,Electronics
83769,E-16,3060,Chemicals
82165,G-17,1531,Goods
68331,P-19,4650,Food
88883,N-16,1991,Oil
87647,B-18,2691,Chemicals
79648,G-15,8637,Raw Minerals
90526,D-18,9507,Oil
67731,C-18,6467,Machinery
95515,N-17,2440,Building Materials
68420,F-18,5721,Intermodal Containers
94261,G-10,6976,Machinery
98172,H-15,8644,Goods
75344,D-14,4358,Electronics
65295,M-16,9968,Raw Minerals
91356,G-17,8085,Building Materials
80021,O-12,2955,Electronics
63260,K-17,4839,Machinery
76845,C-14,5984,Machinery
84253,B-15,7716,Livestock
51706,H-19,1248,Oil
85260,I-20,5131,Goods
91021,E-12,5934,Livestock
71618,K-14,8799,Automobiles
74744,D-16,8988,Forestry
79888,C-17,3592,Raw Minerals
63797,F-16,3767,Intermodal Containers
81712,F-15,3263,Oil
83837,D-11,2490,Chemicals
52825,K-18,1595,Automobiles
87356,J-16,5401,Raw Minerals
75023,O-20,3221,Machinery
83251,I-18,1883,Oil
57759,M-11,8619,Building Materials
55187,N-17,2150,Electronics
97066,L-10,1131,Chemicals
90733,C-14,9192,Machinery
60166,B-20,2915,Machinery
83881,J-12,3953,Automobiles
71725,I-11,9264,Agricultural
89619,C-12,5512,Intermodal Containers
58766,N-16,8416,Food
65368,K-15,9189,Food
99003,O-11,2061,Machinery
58822,H-11,5585,Food
96246,O-11,3357,Forestry
70590,C-11,7574,Automobiles
94296,I-17,6019,Building Materials
84884,L-19,6301,Livestock
51250,L-11,5983,Forestry
62401,G-15,5344,Livestock
55385,K-20,9468,Metals
75433,J-17,6514,Goods
72441,B-15,2638,Electronics
65196,P-14,3447,Agricultural
95260,F-13,4242,Building Materials
79624,L-12,4205,Goods
93878,N-17,3893,Goods
97809,K-19,4819,Raw Minerals
93801,D-13,5299,Machinery
53516,J-11,5657,Building Materials
55004,O-13,7076,Oil
54044,J-14,4484,Electronics
64419,K-12,8439,Automobiles
61158,H-19,4743,Electronics
86575,C-13,4517,Chemicals
88687,O-17,1999,Machinery
93234,N-16,7238,Raw Minerals
54991,D-12,8003,Food
86579,E-20,6919,Machinery
83383,D-18,3857,Automobiles
79943,I-17,2279,Chemicals
58487,E-18,9352,Livestock
81531,P-19,1688,Raw Minerals
92885,K-18,5974,Raw Minerals
86571,F-16,6433,Intermodal Containers
79974,D-17,3343,Goods
64200,K-15,1283,Intermodal Containers
56968,A-20,1932,Agricultural
55153,P-20,4390,Electronics
59355,G-11,3726,Chemicals
56373,J-14,3111,Oil
69277,B-20,7551,Raw Minerals
78903,O-10,6952,Chemicals
68841,F-17,3609,Food
75853,O-18,3237,Raw Minerals
61408,K-18,2516,Livestock
88730,P-10,7060,Raw Minerals
93021,H-13,7440,Agricultural
90586,E-10,5187,Food
93754,E-14,8906,Chemicals
84429,G-18,4305,Agricultural
79042,O-20,2280,Agricultural
67817,I-19,6204,Electronics
97671,F-20,9106,Goods
95872,G-17,9319,Oil
82576,G-19,8654,Chemicals
79847,E-15,8967,Building Materials
93458,A-10,7286,Intermodal Containers
64731,P-16,7565,Intermodal Containers
84812,B-11,1957,Intermodal Containers
64983,F-16,5917,Chemicals
99398,I-12,2843,Building Materials
73652,H-18,1743,Food
53451,C-16,9256,Chemicals
80246,G-14,4912,Metals
75072,J-15,4567,Intermodal Containers
55311,B-12,8555,Electronics
97902,K-14,3409,Oil
77418,A-18,5848,Raw Minerals
57368,H-19,7408,Food
72910,O-10,9102,Automobiles
99226,H-15,7769,Building Materials
73066,G-19,5821,Intermodal Containers
