SerialNumber,Model,Capacity,CargoGroup
40899,G-16,4427,Raw Minerals
16284,P-13,7829,Metals
44428,B-10,4005,Oil
43625,F-19,4266,Oil
18351,A-10,1368,Goods
25813,A-18,6549,Automobiles
21837,E-18,9209,Automobiles
27037,M-16,4125,Building Materials
14083,J-19,9971,Forestry
19142,N-18,8184,Metals
12472,C-16,7344,Machinery
12524,P-13,5022,Chemicals
43682,E-15,2011,Agricultural
40841,H-15,8048,Electronics
33173,L-10,7309,Machinery
17982,G-12,8803,Automobiles
29297,J-15,4450,Oil
37986,M-20,4435,Food
26093,D-16,1372,Oil
43341,M-15,7491,Metals
25985,A-11,3306,Building Materials
32633,J-15,9461,Automobiles
48714,H-19,9876,Forestry
13219,C-20,4659,Oil
36345,F-14,4318,Automobiles
39750,G-14,1761,Electronics
42283,M-12,1998,Goods
49597,N-16,9094,Livestock
44093,L-19,9746,Automobiles
23597,P-16,6246,Electronics
47080,H-18,5320,Building Materials
40046,M-15,3282,Automobiles
45058,O-11,6394,Oil
21894,D-14,9432,Building Materials
42122,H-16,2821,Machinery
43995,N-12,7710,Machinery
30292,B-10,2541,Building Materials
28128,H-12,1656,Intermodal Containers
36347,H-17,6960,Automobiles
49274,C-15,7626,Raw Minerals
34747,D-10,1912,Metals
23878,L-18,2170,Machinery
43632,O-11,1832,Electronics
32121,B-19,7906,Chemicals
39892,H-13,3260,Building Materials
24000,K-10,6168,Raw Minerals
21087,P-10,2498,Metals
29741,A-18,1822,Forestry
32344,K-19,5285,Oil
47421,L-16,4436,Agricultural
48240,A-19,7273,Electronics
16895,H-18,8095,Agricultural
40768,K-20,6931,Food
21596,J-16,4823,Forestry
27559,D-20,7718,Metals
46196,E-12,8640,Food
35064,J-12,1670,Automobiles
47097,F-11,9915,Intermodal Containers
32296,J-16,9313,Automobiles
33357,P-11,6720,Agricultural
30082,M-10,5359,Forestry
34857,P-19,5258,Livestock
41146,L-17,9111,Electronics
10475,C-19,9629,Agricultural
24053,B-15,6621,Forestry
34246,O-12,9603,Building Materials
21880,I-12,2593,Metals
14965,J-18,3415,Food
21397,N-14,6206,Forestry
43177,H-17,6022,Livestock
47740,I-10,9053,Machinery
24043,K-17,3783,Raw Minerals
44573,A-18,6626,Metals
33002,G-15,5499,Intermodal Containers
26963,O-18,1459,Metals
35222,A-10,8460,Forestry
39028,E-11,1509,Metals
18700,I-19,7272,Goods
28908,L-13,6888,Chemicals
12634,C-10,9761,Intermodal Containers
43384,O-14,9848,Electronics
41892,N-16,7145,Metals
31474,F-12,7575,Chemicals
10752,H-11,7304,Metals
17956,E-20,5325,Chemicals
14270,J-11,1747,Goods
20438,N-12,4264,Oil
27935,D-11,8847,Raw Minerals
17524,A-10,5765,Oil
12305,N-18,9245,Food
13247,C-19,7472,Food
31415,J-14,3471,Building Materials
33922,F-13,1761,Agricultural
45317,I-11,7016,Electronics
14554,N-10,2993,Livestock
44198,K-13,6110,Oil
36078,F-17,3342,Automobiles
49036,H-19,4951,Automobiles
15046,E-15,9250,Forestry
43401,M-19,3168,Automobiles
26670,B-16,7532,Machinery
35830,L-12,6628,Agricultural
46807,O-17,8581,Electronics
34781,C-17,5066,Livestock
12907,M-19,1131,Machinery
19527,I-14,2999,Food
45479,I-11,3146,Electronics
33685,L-10,6068,Oil
16919,F-16,7482,Goods
32958,L-13,7250,Metals
11702,D-19,4175,Intermodal Containers
15330,M-14,9589,Machinery
17417,G-12,6338,Chemicals
24267,C-18,2329,Metals
14890,F-18,1391,Machinery
39198,N-10,4879,Goods
37675,I-10,8640,Food
32220,H-12,1291,Food
41539,D-19,4634,Electronics
38370,B-20,3866,Forestry
31755,G-12,3167,Building Materials
15025,P-17,2368,Food
42046,B-12,4606,Metals
49591,H-18,8477,Livestock
41209,N-12,8544,Food
19781,A-16,4833,Chemicals
16962,E-20,9099,Chemicals
29992,N-18,5686,Goods
38221,B-11,9581,Livestock
25527,N-17,3691,Agricultural
25996,D-18,7425,Metals
34768,M-19,6404,Food
16010,P-10,9996,Raw Minerals
35721,O-14,5405,Goods
21662,G-15,9148,Building Materials
39243,E-10,5426,Goods
21941,O-14,9606,Intermodal Containers
14431,P-19,2161,Chemicals
14228,L-12,6822,Agricultural
23519,K-14,4876,Chemicals
34518,F-12,2471,Forestry
14765,G-10,2088,Livestock
45314,J-10,9861,Forestry
40638,C-10,7807,Forestry
37490,J-20,2764,Intermodal Containers
10351,H-11,6784,Food
17255,K-19,9593,Forestry
12225,D-18,9914,Livestock
42435,J-13,3208,Agricultural
10820,N-14,1285,Agricultural
49374,M-13,3530,Metals
23923,L-20,7797,Machinery
33617,M-14,3030,Electronics
27501,A-15,3051,Automobiles
17866,H-14,4036,Food
31031,B-17,2257,Electronics
23792,F-11,9496,Goods
36447,K-14,6778,Automobiles
36047,G-14,3192,Oil
18331,P-17,4135,Oil
10095,D-18,5909,Food
13034,J-20,4992,Food
19491,F-16,8057,Food
27396,L-10,2580,Intermodal Containers
22518,L-17,5572,Food
29619,D-16,6177,Agricultural
33926,O-10,9659,Oil
42063,G-14,5073,Chemicals
39977,N-18,4097,Machinery
47873,H-19,2445,Raw Minerals
42158,M-16,7588,Electronics
38091,F-16,3701,Metals
48852,F-15,2466,Metals
22742,D-14,9199,Livestock
26009,M-10,5453,Electronics
36402,E-10,1371,Food
31376,P-10,3169,Forestry
32232,O-19,3887,Electronics
48567,H-14,8789,Goods
45931,I-20,9754,Metals
29316,E-19,5898,Electronics
27761,K-19,5325,Agricultural
43272,I-12,3552,Machinery
25278,I-12,4689,Building Materials
24695,D-15,6401,Electronics
34959,D-11,2956,Food
27971,K-10,6207,Agricultural
40766,H-10,3524,Oil
18728,M-13,6671,Goods
14192,J-12,7996,Oil
10879,A-13,4826,Chemicals
16749,E-15,8858,Food
41113,K-11,5065,Building Materials
49736,J-15,7921,Oil
38066,P-16,3908,Electronics
42945,C-15,9093,Livestock
22754,M-13,2987,Food
47001,A-17,7653,Forestry
37059,M-13,8760,Electronics
36565,M-10,4819,Goods
30994,E-13,3640,Forestry
33240,D-18,2136,Electronics
16455,N-14,4991,Food
23356,M-12,3610,Electronics
10143,O-15,1350,Electronics
45575,D-12,3174,Livestock
13831,P-16,1146,Building Materials
12404,C-12,5773,Food
24497,K-19,5397,Oil
31289,B-20,6095,Forestry
49331,K-16,6490,Agricultural
42900,B-18,1644,Agricultural
12210,E-15,6828,Metals
38801,M-20,9559,Goods
32247,I-10,9444,Intermodal Containers
35601,H-16,7911,Livestock
41117,N-14,2097,Metals
48972,A-12,4111,Machinery
25063,B-10,6904,Metals
22524,C-16,4013,Oil
11091,K-20,8716,Forestry
20578,I-18,7770,Metals
20755,N-17,2619,Electronics
47622,J-20,5878,Livestock
37805,O-18,2624,Oil
33612,K-16,4490,Oil
33532,H-11,1612,Goods
44002,C-13,1139,Chemicals
19478,D-10,2740,Food
34934,G-17,3028,Metals
11756,A-16,9119,Intermodal Containers
23861,M-20,2229,Raw Minerals
37468,K-18,7580,Automobiles
38689,M-11,4442,Agricultural
20085,I-11,2115,Building Materials
25726,N-20,5701,Automobiles
44929,E-10,1232,Forestry
42601,J-14,6264,Agricultural
16364,M-12,3719,Livestock
49473,N-12,6797,Machinery
45266,C-18,8291,Agricultural
27578,J-18,4033,Electronics
15185,A-20,9970,Oil
16829,N-19,6333,Intermodal Containers
45492,I-13,1662,Goods
29553,N-19,9817,Raw Minerals
20378,L-14,2151,Machinery
22680,H-20,6639,Building Materials
25848,N-15,1815,Building Materials
39738,G-12,5041,Building Materials
32080,P-13,7424,Electronics
49959,F-13,4258,Metals
30938,O-19,7488,Food
15960,L-10,7051,Goods
19645,K-17,6929,Livestock
45889,N-15,9746,Chemicals
16952,M-15,2993,Metals
43092,P-17,4637,Food
18960,F-14,8609,Goods
33227,C-14,6450,Intermodal Containers
29181,H-16,5287,Raw Minerals
14427,D-19,1529,Chemicals
39053,C-15,7870,Electronics
26802,G-14,2894,Forestry
34790,N-14,4565,Machinery
24560,I-17,9589,Agricultural
32045,F-11,2411,Machinery
20952,O-13,5088,Food
17129,N-10,2673,Electronics
17630,E-13,3784,Oil
41222,O-13,3048,Livestock
39384,A-20,8314,Goods
18476,N-17,5456,Raw Minerals
17511,G-13,6147,Livestock
27502,L-15,2951,Chemicals
31632,N-11,6869,Forestry
40481,L-12,3384,Livestock
38020,P-13,6341,Forestry
10766,M-12,1720,Food
35041,A-12,7769,Raw Minerals
43337,L-11,6490,Electronics
31009,B-17,3143,Food
36573,A-19,2254,Food
31400,A-14,5808,Intermodal Containers
33080,C-17,4680,Automobiles
26134,O-19,4667,Food
25683,L-20,1636,Oil
42386,G-17,5065,Forestry
13798,P-16,5216,Metals
13866,D-14,1142,Chemicals
24289,L-19,5489,Intermodal Containers
42041,D-17,8078,Oil
37575,K-10,5975,Goods
12717,E-13,1479,Chemicals
49603,N-14,2546,Machinery
33164,J-20,4552,Intermodal Containers
41097,J-15,4470,Food
24882,L-16,7356,Building Materials
32003,E-17,6840,Raw Minerals
34308,K-18,9441,Machinery
24722,E-12,3381,Oil
39587,A-12,2379,Chemicals
32175,L-20,7409,Intermodal Containers
40324,D-13,5104,Raw Minerals
31911,G-13,4604,Chemicals
15927,D-12,6478,Building Materials
22395,J-13,7253,Food
25524,O-20,6723,Machinery
14096,M-19,2936,Raw Minerals
29052,N-17,3139,Raw Minerals
29913,P-10,4404,Machinery
47954,E-10,3502,Raw Minerals
12779,N-13,7208,Metals
13777,I-17,4633,Intermodal Containers
42677,G-12,7988,Electronics
43936,I-16,5372,Chemicals
18655,C-12,1920,Forestry
24677,B-19,4114,Machinery
42373,I-14,9914,Chemicals
12075,J-15,4302,Raw Minerals
36696,M-20,4923,Agricultural
35328,G-20,3604,Automobiles
21732,M-17,1480,Electronics
46978,I-16,3330,Building Materials
32837,P-15,9743,Building Materials
41265,D-20,4904,Agricultural
18060,K-16,2323,Electronics
10596,A-11,9485,Forestry
20948,A-11,8931,Raw Minerals
42255,E-18,4633,Machinery
35359,G-12,8049,Automobiles
32456,C-11,4245,Raw Minerals
35446,G-18,5677,Raw Minerals
43520,G-12,3225,Intermodal Containers
27235,J-10,7484,Food
18280,F-11,9349,Machinery
30974,L-18,9405,Building Materials
23279,D-14,8807,Livestock
34796,K-11,4546,Oil
16923,A-11,7270,Food
24937,B-18,4823,Agricultural
26145,I-11,5458,Oil
11416,O-16,5562,Raw Minerals
29117,I-11,6138,Automobiles
10208,F-19,2724,Automobiles
11793,J-20,1264,Building Materials
49554,M-10,9901,Metals
20302,P-19,6790,Intermodal Containers
49138,I-15,5759,Electronics
48035,E-10,3377,Oil
41099,F-14,3348,Building Materials
27440,E-16,5803,Food
45688,L-17,6530,Food
36737,B-18,5817,Machinery
29907,L-13,1018,Forestry
41856,F-20,5731,Chemicals
30662,D-13,1897,Goods
22857,I-15,3836,Intermodal Containers
12504,K-20,6395,Automobiles
49923,N-13,2742,Electronics
42070,J-15,2091,Agricultural
49676,N-11,4293,Goods
39050,H-15,4906,Goods
10911,I-18,8042,Automobiles
27053,L-11,7639,Raw Minerals
44495,B-15,3941,Electronics
32361,L-15,9747,Livestock
14532,H-20,3583,Raw Minerals
31740,I-17,3751,Machinery
17152,A-14,1164,Chemicals
20086,M-19,9975,Livestock
47872,C-16,3606,Machinery
13409,M-17,8618,Electronics
40424,I-13,7745,Metals
44932,L-19,9018,Intermodal Containers
15154,L-15,8746,Automobiles
41076,C-19,4374,Building Materials
40315,B-15,9564,Building Materials
47135,K-10,1948,Chemicals
28513,A-18,9795,Agricultural
10469,I-15,9476,Agricultural
20635,I-17,5786,Forestry
44331,G-15,3484,Automobiles
22694,N-19,7143,Automobiles
45295,A-11,8108,Agricultural
28597,F-20,2579,Metals
27323,N-11,5204,Raw Minerals
48037,G-13,7961,Goods
12628,C-11,5879,Machinery
36775,E-10,7972,Chemicals
36230,E-14,4746,Intermodal Containers
43898,A-11,9061,Chemicals
26944,N-12,8159,Forestry
22444,G-15,5911,Machinery
33185,F-17,9087,Agricultural
11698,P-17,1902,Goods
38422,P-20,3000,Oil
27504,G-18,2085,Forestry
11532,F-11,9206,Chemicals
23233,I-15,3137,Intermodal Containers
37708,E-11,8474,Intermodal Containers
21567,H-18,2056,Metals
20032,E-13,9178,Agricultural
12520,N-13,2853,Intermodal Containers
40205,C-11,4918,Building Materials
24898,O-20,9471,Machinery
38693,I-15,5950,Machinery
48586,A-17,2763,Electronics
42918,G-18,3315,Raw Minerals
21146,J-17,8707,Livestock
25515,G-18,1235,Goods
43157,A-20,1257,Machinery
18183,I-18,3924,Oil
18170,D-19,4897,Building Materials
38918,M-17,5827,Automobiles
26397,N-16,8884,Electronics
14897,M-12,7498,Oil
11911,D-20,1031,Machinery
46153,N-16,4149,Building Materials
16797,J-13,8939,Chemicals
47315,B-19,5756,Forestry
18650,H-19,4730,Intermodal Containers
29743,D-20,3047,Goods
26813,D-18,4863,Oil
18272,E-15,4878,Raw Minerals
40990,I-18,7594,Automobiles
12053,A-15,8030,Electronics
49328,L-17,4198,Metals
48581,N-15,1771,Agricultural
13734,P-20,4844,Metals
24172,K-14,2812,Forestry
42994,D-11,4538,Electronics
48218,M-18,8525,Oil
20238,B-16,4978,Goods
34859,L-15,8905,Livestock
22937,D-17,7227,Food
46228,E-18,8904,Building Materials
47737,F-17,7022,Raw Minerals
37861,H-17,8716,Intermodal Containers
45525,B-18,7890,Livestock
37477,N-15,8325,Livestock
46511,F-16,9112,Automobiles
26253,D-17,3789,Agricultural
48811,G-16,8391,Intermodal Containers
19501,O-10,8760,Goods
22846,F-20,5517,Raw Minerals
13129,K-18,3256,Livestock
43003,B-16,2810,Intermodal Containers
41335,L-17,4052,Livestock
17506,H-20,1647,Agricultural
19912,P-13,8452,Intermodal Containers
17972,D-18,1934,Automobiles
37088,A-16,4391,Machinery
38676,E-18,1093,Electronics
27236,F-10,1826,Intermodal Containers
30428,L-20,6767,Machinery
44787,I-10,6157,Chemicals
36203,J-19,4084,Forestry
42711,G-20,7938,Building Materials
13105,J-11,9412,Chemicals
36971,A-11,3879,Building Materials
19577,K-12,9493,Electronics
10369,N-17,7118,Machinery
26330,O-17,5277,Metals
29018,O-13,7427,Building Materials
11360,N-18,6683,Goods
36014,P-15,6513,Food
14747,G-20,2337,Raw Minerals
40193,D-16,8646,Metals
30743,O-19,9452,Intermodal Containers
44848,L-19,6130,Electronics
19133,A-10,2790,Livestock
20582,K-20,4598,Chemicals
48855,E-16,3085,Agricultural
40338,O-15,4275,Forestry
44986,I-15,1530,Intermodal Containers
21427,C-10,7850,Oil
40963,B-19,2147,Oil
38953,J-17,2840,Building Materials
34151,A-12,1584,Metals
14930,F-10,9280,Intermodal Containers
13418,A-13,3028,Food
25571,G-19,8474,Machinery
42571,B-14,9490,Electronics
11176,L-10,1492,Agricultural
27887,L-13,4422,Building Materials
42098,F-19,6053,Agricultural
11721,I-18,5294,Food
44369,B-13,5365,Raw Minerals
34134,E-19,9251,Raw Minerals
33182,A-10,9748,Metals
23983,M-19,7323,Goods
26245,F-18,9596,Agricultural
16836,K-20,8859,Intermodal Containers
18995,A-15,8759,Raw Minerals
14015,G-16,4531,Metals
29406,P-18,3687,Forestry
26401,J-15,5383,Forestry
12624,O-14,8533,Electronics
38802,A-11,2807,Intermodal Containers
10492,E-12,4682,Goods
49505,K-15,3089,Goods
10470,H-11,4523,Forestry
10513,M-10,9890,Metals
33847,A-13,3540,Intermodal Containers
35343,G-20,9529,Intermodal Containers
34098,B-13,6628,Agricultural
27587,P-19,6226,Food
41200,I-12,6106,Intermodal Containers
20297,L-14,3163,Building Materials
17713,C-19,2268,Food
24823,L-19,8597,Agricultural
25237,H-17,6877,Chemicals
38569,B-12,2307,Metals
25951,I-18,6508,Automobiles
37168,B-15,7593,Electronics
42419,O-14,9274,Electronics
42954,H-14,7245,Automobiles
44626,K-10,1678,Forestry
34862,C-18,6395,Electronics
39218,B-12,3840,Forestry
11960,F-12,1703,Electronics
29004,C-15,4114,Raw Minerals
33084,D-14,1743,Intermodal Containers
28752,H-15,1070,Agricultural
20980,N-15,6065,Chemicals
29554,G-14,2489,Livestock
49186,N-14,9551,Livestock
16939,J-16,7802,Building Materials
34437,E-17,2029,Intermodal Containers
36940,P-15,3429,Electronics
44126,I-10,1922,Raw Minerals
38672,B-11,8946,Goods
39048,G-12,7637,Building Materials
38079,H-11,2598,Intermodal Containers
13928,N-19,3900,Building Materials
25702,P-15,2580,Automobiles
40435,P-19,6901,Automobiles
49836,H-11,2773,Automobiles
39946,I-13,6612,Livestock
42234,H-13,3100,Oil
26736,G-10,1590,Building Materials
49046,P-18,9170,Food
44891,O-10,7477,Intermodal Containers
28749,K-11,6298,Electronics
29497,D-15,3821,Metals
40114,C-14,3143,Building Materials
30437,D-10,9080,Livestock
25720,I-17,1504,Goods
31795,B-18,7213,Agricultural
20077,P-11,8452,Building Materials
15829,H-10,6247,Livestock
11215,B-20,7981,Forestry
18949,B-12,8858,Food
14492,G-18,1632,Goods
22929,D-12,7762,Forestry
14904,I-16,9382,Machinery
43105,D-12,8321,Goods
24089,J-13,6611,Agricultural
24414,K-15,4181,Agricultural
31066,H-14,7400,Metals
26931,H-18,3035,Raw Minerals
16499,H-18,9982,Chemicals
16905,M-14,1402,Chemicals
37807,I-10,5864,Agricultural
26602,H-19,9417,Machinery
33577,J-19,8603,Livestock
18163,D-17,5502,Oil
20145,O-20,8411,Automobiles
25481,O-13,1691,Livestock
17746,M-11,2225,Electronics
41949,P-20,1043,Machinery
30284,L-17,7474,Chemicals
24550,C-20,4221,Livestock
28108,N-20,5847,Food
21952,D-13,2518,Electronics
38467,C-11,1929,Building Materials
15798,H-20,2700,Machinery
29321,I-14,8905,Oil
21178,H-13,3670,Chemicals
40533,L-13,2792,Metals
31891,D-16,3950,Oil
13103,F-13,4579,Building Materials
32701,L-18,4012,Food
11242,B-11,8417,Electronics
18452,J-10,9346,Electronics
39176,N-17,3123,Agricultural
39351,N-13,3019,Food
36856,G-12,1670,Food
38738,J-11,6366,Metals
45316,O-18,8733,Agricultural
26078,M-13,3387,Food
25147,D-11,1051,Forestry
22377,N-11,1347,Goods
44814,B-16,1122,Livestock
48483,J-16,4544,Intermodal Containers
12172,O-17,4100,Agricultural
16596,I-20,4496,Raw Minerals
15801,B-16,8117,Electronics
37198,M-10,3319,Automobiles
32043,M-12,1573,Oil
11977,E-17,2081,Oil
40255,G-15,2861,Machinery
22206,A-17,6261,Oil
32433,E-20,7295,Livestock
19810,B-15,2235,Electronics
10568,O-12,5691,Chemicals
30616,L-12,6133,Building Materials
45147,N-14,8460,Goods
25798,N-12,3757,Machinery
25925,D-20,1875,Intermodal Containers
35437,B-10,3280,Raw Minerals
37348,D-15,7221,Forestry
45635,G-18,9714,Automobiles
33885,G-12,3988,Automobiles
30993,D-14,8857,Forestry
46368,H-16,4710,Food
32778,E-10,6420,Food
22842,H-13,7771,Metals
18372,P-20,3941,Chemicals
31542,N-13,9037,Goods
23633,H-10,9076,Automobiles
33266,M-18,1688,Forestry
42473,L-17,3390,Agricultural
40146,O-15,8720,Forestry
12177,L-13,4184,Building Materials
38517,D-10,2199,Machinery
16214,F-10,6688,Goods
41660,B-16,7123,Machinery
30123,H-11,7798,Raw Minerals
37282,K-13,4845,Livestock
47128,G-18,5738,Building Materials
47759,K-10,7435,Automobiles
34810,O-12,2403,Goods
38093,O-10,5039,Livestock
35808,K-12,2600,Goods
45810,J-14,8168,Forestry
46600,B-19,3480,Electronics
35051,E-15,2003,Forestry
37779,M-16,1572,Chemicals
49726,C-14,2894,Intermodal Containers
34293,L-14,7778,Livestock
29830,E-13,8827,Building Materials
21975,G-17,6263,Chemicals
29274,F-14,2728,Chemicals
21583,B-19,7829,Metals
21798,F-19,8071,Building Materials
39188,H-12,1524,Electronics
29051,G-10,4442,Machinery
29615,C-11,8114,Chemicals
39838,F-11,5269,Machinery
32814,K-14,6949,Automobiles
36787,P-14,7706,Intermodal Containers
37504,O-19,1514,Metals
12292,F-13,2749,Raw Minerals
20677,O-12,9173,Food
19712,L-12,3597,Forestry
40039,I-10,6894,Livestock
33156,D-17,4321,Building Materials
34679,E-18,6884,Metals
47493,E-11,8325,Forestry
24897,A-18,6659,Food
27751,K-11,6215,Electronics
41739,L-19,1715,Livestock
33489,A-12,3216,Livestock
12588,P-15,9551,Raw Minerals
16321,C-16,4604,Chemicals
13976,H-11,1813,Livestock
20566,B-12,5088,Oil
25052,K-20,4142,Electronics
37464,A-11,4288,Raw Minerals
11730,J-20,3052,Automobiles
38256,E-17,7948,Automobiles
28067,F-14,3490,Raw Minerals
31790,G-14,6848,Building Materials
19756,I-13,1162,Oil
18677,I-12,2006,Goods
30525,H-16,7110,Chemicals
17855,M-12,7075,Intermodal Containers
16832,C-20,8976,Raw Minerals
17661,P-10,8142,Metals
41900,F-15,4388,Agricultural
14995,N-12,7667,Chemicals
18693,C-15,6792,Agricultural
39622,P-20,9415,Goods
42224,J-10,5528,Raw Minerals
46594,H-15,5465,Agricultural
14496,D-19,9796,Metals
46709,I-18,4993,Agricultural
12356,E-14,9094,Agricultural
21885,N-12,9375,Agricultural
13252,B-10,9864,Chemicals
38754,M-12,8970,Food
43450,A-12,8764,Electronics
49380,H-19,6666,Intermodal Containers
40352,P-14,3158,Raw Minerals
47612,B-20,2106,Metals
19677,H-19,5411,Automobiles
16373,M-16,4019,Raw Minerals
34707,B-12,1311,Raw Minerals
25632,M-13,5865,Intermodal Containers
44379,A-17,6582,Machinery
23765,C-15,1813,Livestock
44032,C-11,9685,Agricultural
30155,G-11,5577,Food
42898,P-15,3469,Forestry
33424,E-12,2016,Oil
10611,G-19,1298,Metals
18220,N-13,2561,Chemicals
47059,P-12,2782,Metals
12040,C-14,1283,Agricultural
19715,G-19,8887,Forestry
36477,J-13,4751,Forestry
48440,I-19,3049,Metals
14574,O-18,4390,Metals
12644,P-15,7962,Oil
19661,D-10,8342,Agricultural
27045,P-10,5178,Electronics
13482,O-13,1473,Automobiles
17189,D-13,4284,Machinery
39782,B-20,5419,Oil
11870,D-18,4366,Machinery
20292,B-19,6552,Goods
30831,H-12,6063,Building Materials
42669,O-14,5399,Agricultural
32182,P-16,5069,Intermodal Containers
37690,P-16,5005,Metals
42057,I-19,3654,Food
10157,H-19,9219,Raw Minerals
30342,H-10,3830,Food
23443,J-17,1077,Livestock
29468,K-16,1592,Electronics
15785,I-18,2910,Intermodal Containers
34558,G-10,3011,Intermodal Containers
36649,N-14,7062,Automobiles
46174,M-19,4919,Oil
13584,M-16,8444,Oil
23657,C-15,2117,Goods
34759,B-11,8674,Goods
15228,O-19,3541,Chemicals
33409,K-11,8014,Raw Minerals
10299,I-10,5826,Goods
17312,D-14,6233,Forestry
49655,I-15,8270,Food
14316,E-19,8370,Livestock
40035,A-12,8536,Food
29145,E-19,8125,Machinery
24214,D-13,2224,Metals
24848,P-20,4333,Machinery
46469,E-20,1084,Food
49977,H-13,4952,Machinery
36978,A-14,9070,Livestock
16184,O-17,5014,Goods
32180,O-20,4470,Forestry
33616,C-15,7737,Forestry
39526,D-15,5995,Goods
48245,E-20,3977,Goods
41630,F-17,7580,Food
39846,C-14,3227,Intermodal Containers
40820,P-14,2138,Chemicals
41382,I-15,5115,Oil
21649,A-12,2046,Raw Minerals
12621,O-17,2538,Metals
45418,C-12,6514,Goods
44833,L-13,6293,Chemicals
24481,D-13,7512,Forestry
47519,A-18,5379,Automobiles
39443,I-10,1133,Electronics
34294,B-16,5528,Building Materials
37147,I-10,4169,Intermodal Containers
41483,K-12,7658,Raw Minerals
17721,F-16,2829,Building Materials
34199,P-10,8705,Agricultural
11500,J-14,7164,Machinery
36966,C-13,7010,Forestry
29105,O-13,4453,Metals
10053,J-13,9943,Intermodal Containers
48727,K-16,3957,Metals
44178,J-20,9009,Goods
17512,E-18,5605,Oil
29470,G-19,1317,Food
46969,K-20,3559,Goods
15334,H-11,6790,Building Materials
30873,C-15,1761,Goods
10388,N-17,1408,Goods
25931,M-14,5564,Machinery
38961,G-13,8193,Building Materials
32153,G-20,9976,Livestock
25591,H-12,3532,Raw Minerals
30281,I-16,9001,Metals
11701,G-12,7885,Goods
28880,O-20,7717,Livestock
42822,I-14,8067,Livestock
13274,L-10,6679,Automobiles
22977,D-13,9810,Agricultural
32760,K-19,1161,Metals
20478,A-19,7186,Food
12908,I-15,5317,Raw Minerals
31320,A-12,6371,Raw Minerals
36703,O-19,5236,Machinery
25417,N-18,7138,Electronics
20065,H-17,3391,Agricultural
23004,J-20,6581,Forestry
25137,B-11,1815,Building Materials
47980,I-19,3520,Oil
34258,D-17,9920,Agricultural
14037,G-12,3537,Automobiles
32136,B-19,7201,Machinery
33746,K-18,4389,Automobiles
14916,J-20,3223,Agricultural
23505,M-13,6273,Food
27829,B-17,5623,Raw Minerals
46582,G-15,4769,Intermodal Containers
43672,P-12,2241,Metals
21640,I-16,9057,Machinery
16425,O-15,4163,Automobiles
20285,I-10,2485,Building Materials
36972,L-10,6258,Building Materials
44782,D-20,5196,Raw Minerals
25031,K-18,7866,Agricultural
27488,O-13,9384,Forestry
36701,C-10,4221,Machinery
39621,C-15,4366,Electronics
12497,C-14,1032,Automobiles
46440,C-12,3923,Intermodal Containers
24421,G-14,6817,Raw Minerals
43796,N-11,6371,Metals
42134,A-16,6038,Intermodal Containers
22276,E-15,8610,Electronics
46382,P-19,1772,Chemicals
19438,E-17,8691,Goods
41550,G-17,6138,Machinery
39985,L-14,6606,Oil
18836,D-10,1193,Forestry
29815,N-11,6958,Building Materials
18494,N-17,9492,Building Materials
37942,H-12,7664,Raw Minerals
44545,B-11,6453,Automobiles
39670,J-12,8691,Electronics
26692,I-11,9115,Livestock
12470,J-12,5480,Chemicals
24055,M-20,4596,Intermodal Containers
25153,H-15,8232,Metals
47132,F-10,8075,Agricultural
35816,H-20,2208,Intermodal Containers
49463,M-19,7964,Oil
21135,J-12,7368,Oil
41134,J-16,9258,Forestry
14661,G-14,8954,Forestry
47734,E-14,5760,Forestry
48747,I-10,8977,Automobiles
20949,L-15,9347,Livestock
28295,I-12,3730,Agricultural
27000,I-10,5329,Livestock
36767,E-12,1879,Intermodal Containers
29035,B-13,6402,Metals
45802,O-14,6441,Agricultural
14721,F-12,6460,Metals
31532,M-14,8839,Livestock
39458,J-19,9453,Intermodal Containers
41775,G-11,7481,Raw Minerals
13334,B-19,9330,Building Materials
37676,M-10,2283,Forestry
38036,G-19,1620,Livestock
41797,D-18,1732,Electronics
32447,H-11,8242,Metals
14601,N-19,1752,Automobiles
34014,C-18,4055,Intermodal Containers
23222,A-12,9828,Livestock
43652,L-19,2333,Automobiles
44248,D-17,6637,Forestry
12415,I-19,7457,Metals
18472,F-13,8364,Agricultural
43479,E-12,7625,Metals
38062,G-18,3232,Intermodal Containers
28849,H-14,7116,Livestock
16951,E-19,6746,Intermodal Containers
44300,A-10,1960,Food
42230,N-15,2827,Building Materials
14867,O-18,1270,Forestry
12789,P-11,9104,Oil
46586,F-11,9803,Automobiles
47839,P-11,8909,Food
24675,B-11,1770,Raw Minerals
40819,I-20,5783,Machinery
10368,K-15,8427,Forestry
17904,L-12,2870,Livestock
40398,O-16,4915,Agricultural
26412,P-12,9850,Building Materials
30184,M-15,2045,Electronics
26042,J-17,1913,Electronics
25964,P-16,5263,Agricultural
30607,E-11,8775,Livestock
42243,K-11,3224,Building Materials
25255,G-10,1611,Forestry
39314,D-13,7905,Electronics
32891,G-16,3780,Machinery
44982,J-17,5915,Machinery
15489,N-14,7753,Electronics
18384,M-17,7006,Building Materials
20748,O-16,4671,Building Materials
33694,O-11,3035,Metals
20295,L-18,9358,Electronics
42156,N-13,4454,Chemicals
22296,G-17,1430,Raw Minerals
30832,M-20,2666,Raw Minerals
